发布日期,岗位标题,岗位描述,地区,公司规模,学历要求,薪资下限,薪资上限
2025-07-01,UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Figma、交互设计、用户体验等相关技术，具备良好的沟通能力和团队协作精神。,北京,500-1000人,本科,15004,24715
2025-07-01,运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉数据分析、用户增长、运营等相关技术，具备良好的沟通能力和团队协作精神。,成都,少于50人,本科,5784,9495
2025-07-02,产品经理,协调研发、设计、运营团队，确保产品按时交付。要求熟悉数据分析、产品设计、用户研究等相关技术，具备良好的沟通能力和团队协作精神。,天津,500-1000人,大专,12217,21233
2025-07-02,产品经理,分析用户需求和市场动态，制定产品发展策略。要求熟悉产品设计、Axure、用户研究等相关技术，具备良好的沟通能力和团队协作精神。,北京,500-1000人,本科,21983,38632
2025-07-03,数据分析师,设计和维护数据报表，监控业务指标变化。要求熟悉Excel、SQL、Tableau等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,大专,16856,26542
2025-07-03,运维工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Linux、Docker、运维等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,博士,17554,29848
2025-07-04,市场经理,负责市场推广和品牌建设，拓展市场渠道。要求熟悉渠道拓展、活动策划、市场营销等相关技术，具备良好的沟通能力和团队协作精神。,西安,50-150人,大专,11634,18889
2025-07-04,算法工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉算法、深度学习、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,本科,9010,15841
2025-07-04,架构师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉性能优化、微服务、技术选型等相关技术，具备良好的沟通能力和团队协作精神。,西安,500-1000人,大专,17567,31567
2025-07-04,算法工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉数据结构、算法、Python等相关技术，具备良好的沟通能力和团队协作精神。,天津,少于50人,硕士,8238,15785
2025-07-06,机器学习工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉特征工程、模型调优、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,本科,14201,24020
2025-07-07,Java后端开发,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Java、Redis、SpringBoot等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,硕士,17505,29007
2025-07-07,数据分析师,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉Excel、Python、统计学等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,硕士,26817,41024
2025-07-07,数据科学家,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉深度学习、TensorFlow、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,广州,少于50人,本科,23472,37079
2025-07-08,Java后端开发,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Redis、MySQL、Dubbo等相关技术，具备良好的沟通能力和团队协作精神。,西安,500-1000人,本科,9091,16092
2025-07-09,产品经理,分析用户需求和市场动态，制定产品发展策略。要求熟悉数据分析、需求分析、产品设计等相关技术，具备良好的沟通能力和团队协作精神。,苏州,1000人以上,博士,29968,53104
2025-07-09,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉客户关系、商务谈判、销售等相关技术，具备良好的沟通能力和团队协作精神。,广州,50-150人,硕士,15426,25970
2025-07-10,数据分析师,设计和维护数据报表，监控业务指标变化。要求熟悉Excel、SQL、Tableau等相关技术，具备良好的沟通能力和团队协作精神。,杭州,50-150人,本科,14921,23401
2025-07-10,架构师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉性能优化、系统架构、技术选型等相关技术，具备良好的沟通能力和团队协作精神。,苏州,150-500人,博士,18525,31378
2025-07-10,算法工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉机器学习、算法、深度学习等相关技术，具备良好的沟通能力和团队协作精神。,北京,500-1000人,大专,12641,21520
2025-07-12,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉业绩目标、销售、客户关系等相关技术，具备良好的沟通能力和团队协作精神。,重庆,1000人以上,本科,9832,17283
2025-07-12,运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉活动策划、运营、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,广州,50-150人,本科,7958,13027
2025-07-14,全栈开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉MongoDB、JavaScript、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,大专,10934,20472
2025-07-14,财务分析师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉财务分析、财务报表、Excel等相关技术，具备良好的沟通能力和团队协作精神。,苏州,1000人以上,硕士,50202,78052
2025-07-14,算法工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Python、深度学习、算法等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,博士,17153,28610
2025-07-14,UI设计师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉用户体验、Figma、UI设计等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,硕士,16864,27900
2025-07-16,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Django、MySQL、FastAPI等相关技术，具备良好的沟通能力和团队协作精神。,天津,少于50人,硕士,9771,17318
2025-07-17,架构师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉系统架构、微服务、技术选型等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,博士,20660,32605
2025-07-17,产品经理,协调研发、设计、运营团队，确保产品按时交付。要求熟悉需求分析、数据分析、用户研究等相关技术，具备良好的沟通能力和团队协作精神。,杭州,少于50人,本科,14986,26366
2025-07-17,全栈开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉JavaScript、MySQL、React等相关技术，具备良好的沟通能力和团队协作精神。,杭州,150-500人,大专,10675,17816
2025-07-17,前端开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉TypeScript、Vue、HTML等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,硕士,11922,20802
2025-07-17,人力资源专员,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉绩效考核、招聘、员工关系等相关技术，具备良好的沟通能力和团队协作精神。,西安,少于50人,本科,5000,7887
2025-07-18,Java后端开发,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Java、MySQL、Dubbo等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,博士,19402,36307
2025-07-18,数据分析师,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉Excel、Python、统计学等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,博士,35133,54343
2025-07-20,机器学习工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉模型调优、Python、特征工程等相关技术，具备良好的沟通能力和团队协作精神。,杭州,50-150人,硕士,14984,26007
2025-07-20,运营专员,分析运营数据，优化运营策略和流程。要求熟悉活动策划、运营、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,广州,150-500人,大专,5734,10003
2025-07-21,数据分析师,构建机器学习模型，解决实际业务问题。要求熟悉Excel、SQL、统计学等相关技术，具备良好的沟通能力和团队协作精神。,西安,500-1000人,本科,10571,17572
2025-07-21,产品经理,分析用户需求和市场动态，制定产品发展策略。要求熟悉产品设计、需求分析、Axure等相关技术，具备良好的沟通能力和团队协作精神。,广州,150-500人,博士,31876,54928
2025-07-21,财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉财务报表、预算编制、Excel等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,大专,17312,26054
2025-07-21,UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Sketch、UI设计、Figma等相关技术，具备良好的沟通能力和团队协作精神。,苏州,少于50人,博士,15030,24589
2025-07-21,市场经理,负责市场推广和品牌建设，拓展市场渠道。要求熟悉活动策划、市场营销、品牌建设等相关技术，具备良好的沟通能力和团队协作精神。,西安,1000人以上,博士,30546,51167
2025-07-22,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Java、Spring、Dubbo等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,博士,19826,32400
2025-07-22,Python开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Python、FastAPI、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,博士,31382,50662
2025-07-22,算法工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉算法、深度学习、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,博士,22595,41036
2025-07-22,Python开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Redis、FastAPI、Flask等相关技术，具备良好的沟通能力和团队协作精神。,西安,50-150人,本科,7530,13576
2025-07-23,机器学习工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉机器学习、模型调优、特征工程等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,博士,15631,27925
2025-07-23,项目经理,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉团队协调、风险控制、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,硕士,16338,27273
2025-07-23,数据科学家,设计和维护数据报表，监控业务指标变化。要求熟悉TensorFlow、深度学习、PyTorch等相关技术，具备良好的沟通能力和团队协作精神。,杭州,少于50人,大专,17486,28867
2025-07-24,市场经理,分析市场趋势和竞争对手，制定市场策略。要求熟悉活动策划、渠道拓展、品牌建设等相关技术，具备良好的沟通能力和团队协作精神。,广州,少于50人,硕士,22594,36745
2025-07-24,项目经理,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉团队协调、风险控制、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,本科,14382,23784
2025-07-24,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉客户关系、业绩目标、销售等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,大专,10095,17469
2025-07-24,产品经理,协调研发、设计、运营团队，确保产品按时交付。要求熟悉用户研究、产品设计、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,本科,16566,28348
2025-07-25,UI设计师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉交互设计、Figma、用户体验等相关技术，具备良好的沟通能力和团队协作精神。,南京,150-500人,硕士,14431,22818
2025-07-25,财务分析师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉财务报表、Excel、预算编制等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,博士,24220,39309
2025-07-25,运营专员,分析运营数据，优化运营策略和流程。要求熟悉用户增长、活动策划、运营等相关技术，具备良好的沟通能力和团队协作精神。,上海,少于50人,本科,8630,13908
2025-07-26,UI设计师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉UI设计、用户体验、Sketch等相关技术，具备良好的沟通能力和团队协作精神。,天津,500-1000人,硕士,13784,22331
2025-07-26,机器学习工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉特征工程、模型调优、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,博士,27833,46275
2025-07-26,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉商务谈判、销售、客户关系等相关技术，具备良好的沟通能力和团队协作精神。,重庆,1000人以上,大专,7384,13345
2025-07-27,Java后端开发,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉MySQL、Spring、Java等相关技术，具备良好的沟通能力和团队协作精神。,上海,150-500人,本科,14482,24417
2025-07-28,Java后端开发,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Java、SpringBoot、Spring等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,硕士,19953,34160
2025-07-28,前端开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉TypeScript、React、Vue等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,硕士,13183,21457
2025-07-29,机器学习工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉机器学习、特征工程、Python等相关技术，具备良好的沟通能力和团队协作精神。,上海,少于50人,大专,7220,13975
2025-07-29,Python开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Django、Redis、Python等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,大专,7212,12676
2025-07-31,运营专员,分析运营数据，优化运营策略和流程。要求熟悉运营、活动策划、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,大专,5000,8151
2025-07-31,UI设计师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Sketch、交互设计、UI设计等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,本科,11523,18396
2025-07-31,数据分析师,构建机器学习模型，解决实际业务问题。要求熟悉Excel、Tableau、统计学等相关技术，具备良好的沟通能力和团队协作精神。,重庆,少于50人,大专,7481,11703
2025-08-01,财务分析师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉预算编制、Excel、财务报表等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,大专,16745,25226
2025-08-01,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉FastAPI、Flask、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,本科,9409,15708
2025-08-01,项目经理,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉项目管理、风险控制、团队协调等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,博士,23536,41790
2025-08-01,项目经理,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉项目管理、团队协调、风险控制等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,大专,21244,35625
2025-08-01,项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉团队协调、进度控制、项目管理等相关技术，具备良好的沟通能力和团队协作精神。,深圳,少于50人,本科,17585,29828
2025-08-02,前端开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Vue、JavaScript、HTML等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,本科,10835,17749
2025-08-02,运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉监控、K8s、运维等相关技术，具备良好的沟通能力和团队协作精神。,重庆,少于50人,博士,13635,23038
2025-08-02,项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉团队协调、风险控制、项目管理等相关技术，具备良好的沟通能力和团队协作精神。,苏州,150-500人,博士,27962,47045
2025-08-02,运维工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉K8s、Docker、运维等相关技术，具备良好的沟通能力和团队协作精神。,天津,50-150人,本科,9237,15659
2025-08-03,前端开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉TypeScript、CSS、Vue等相关技术，具备良好的沟通能力和团队协作精神。,苏州,50-150人,本科,8759,15473
2025-08-04,测试工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉自动化测试、缺陷管理、测试等相关技术，具备良好的沟通能力和团队协作精神。,上海,150-500人,博士,23947,41647
2025-08-04,技术支持工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉技术支持、客户沟通、文档编写等相关技术，具备良好的沟通能力和团队协作精神。,南京,150-500人,本科,9720,17018
2025-08-04,前端开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉CSS、React、HTML等相关技术，具备良好的沟通能力和团队协作精神。,武汉,1000人以上,硕士,13672,23859
2025-08-04,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Flask、Python、FastAPI等相关技术，具备良好的沟通能力和团队协作精神。,苏州,1000人以上,本科,12303,20784
2025-08-05,技术支持工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉技术支持、客户沟通、问题排查等相关技术，具备良好的沟通能力和团队协作精神。,西安,1000人以上,硕士,4387,8318
2025-08-06,全栈开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉React、MySQL、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,上海,150-500人,硕士,14878,27661
2025-08-06,运维工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Docker、K8s、监控等相关技术，具备良好的沟通能力和团队协作精神。,西安,少于50人,硕士,9936,16897
2025-08-06,技术支持工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉技术支持、文档编写、客户沟通等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,硕士,14126,24673
2025-08-07,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉商务谈判、销售、客户关系等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,大专,12146,20628
2025-08-07,项目经理,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉风险控制、团队协调、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,杭州,50-150人,博士,29509,52170
2025-08-07,市场经理,策划营销活动，提升产品知名度和市场份额。要求熟悉渠道拓展、品牌建设、活动策划等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,本科,20557,34500
2025-08-08,市场经理,分析市场趋势和竞争对手，制定市场策略。要求熟悉市场营销、活动策划、渠道拓展等相关技术，具备良好的沟通能力和团队协作精神。,广州,150-500人,硕士,18795,35274
2025-08-08,运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉运营、用户增长、活动策划等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,博士,13354,21435
2025-08-09,前端开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉CSS、TypeScript、HTML等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,硕士,17210,30393
2025-08-09,数据分析师,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉Tableau、SQL、统计学等相关技术，具备良好的沟通能力和团队协作精神。,广州,少于50人,本科,14098,21281
2025-08-09,运维工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Linux、K8s、Docker等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,本科,12513,21270
2025-08-09,运营专员,分析运营数据，优化运营策略和流程。要求熟悉用户增长、运营、活动策划等相关技术，具备良好的沟通能力和团队协作精神。,杭州,50-150人,大专,7218,11414
2025-08-11,架构师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉技术选型、微服务、系统架构等相关技术，具备良好的沟通能力和团队协作精神。,北京,500-1000人,硕士,20043,34324
2025-08-11,运维工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉监控、Linux、K8s等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,博士,18911,33514
2025-08-12,Python开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Flask、FastAPI、Django等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,硕士,19034,31518
2025-08-13,全栈开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉React、JavaScript、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,博士,23696,42709
2025-08-13,机器学习工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉模型调优、Python、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,硕士,14567,25353
2025-08-13,Python开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Flask、FastAPI、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,本科,14252,23970
2025-08-13,数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉TensorFlow、深度学习、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,西安,50-150人,硕士,23394,37981
2025-08-14,UI设计师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉UI设计、Sketch、用户体验等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,大专,8945,13678
2025-08-14,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Java、Redis、SpringBoot等相关技术，具备良好的沟通能力和团队协作精神。,重庆,150-500人,博士,15775,26838
2025-08-14,运维工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Linux、运维、监控等相关技术，具备良好的沟通能力和团队协作精神。,北京,500-1000人,博士,28954,48729
2025-08-14,UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉交互设计、Sketch、UI设计等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,博士,34415,53001
2025-08-15,UI设计师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉交互设计、UI设计、用户体验等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,硕士,12387,19553
2025-08-15,架构师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉微服务、系统架构、性能优化等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,博士,15442,27265
2025-08-15,人力资源专员,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉招聘、培训、员工关系等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,本科,7462,12533
2025-08-16,数据分析师,构建机器学习模型，解决实际业务问题。要求熟悉Python、统计学、Tableau等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,本科,18752,29568
2025-08-16,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉客户关系、业绩目标、商务谈判等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,本科,4645,7518
2025-08-16,技术支持工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉技术支持、客户沟通、文档编写等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,博士,26221,45304
2025-08-16,财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉预算编制、财务报表、财务分析等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,博士,23218,39639
2025-08-17,市场经理,策划营销活动，提升产品知名度和市场份额。要求熟悉市场营销、活动策划、渠道拓展等相关技术，具备良好的沟通能力和团队协作精神。,天津,50-150人,硕士,19187,31711
2025-08-17,UI设计师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Figma、UI设计、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,博士,15172,25094
2025-08-19,机器学习工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉特征工程、机器学习、Python等相关技术，具备良好的沟通能力和团队协作精神。,苏州,150-500人,本科,9798,16866
2025-08-20,数据分析师,设计和维护数据报表，监控业务指标变化。要求熟悉Python、Tableau、Excel等相关技术，具备良好的沟通能力和团队协作精神。,苏州,1000人以上,硕士,16348,27374
2025-08-20,运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉用户增长、数据分析、运营等相关技术，具备良好的沟通能力和团队协作精神。,重庆,1000人以上,博士,10970,19266
2025-08-21,技术支持工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉文档编写、客户沟通、问题排查等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,博士,27399,46413
2025-08-22,机器学习工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉模型调优、特征工程、Python等相关技术，具备良好的沟通能力和团队协作精神。,北京,50-150人,博士,22841,39919
2025-08-22,测试工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉缺陷管理、自动化测试、测试等相关技术，具备良好的沟通能力和团队协作精神。,北京,少于50人,本科,12742,21231
2025-08-22,技术支持工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉问题排查、客户沟通、技术支持等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,硕士,25013,40354
2025-08-24,机器学习工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉特征工程、模型调优、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,本科,17440,28042
2025-08-24,市场经理,负责市场推广和品牌建设，拓展市场渠道。要求熟悉品牌建设、活动策划、市场营销等相关技术，具备良好的沟通能力和团队协作精神。,广州,150-500人,本科,17377,30053
2025-08-25,Python开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Django、FastAPI、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,杭州,少于50人,硕士,13195,22958
2025-08-25,UI设计师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Sketch、Figma、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,苏州,1000人以上,本科,11610,19031
2025-08-27,产品经理,协调研发、设计、运营团队，确保产品按时交付。要求熟悉产品设计、用户研究、Axure等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,硕士,17544,28368
2025-08-27,数据分析师,构建机器学习模型，解决实际业务问题。要求熟悉统计学、Tableau、Python等相关技术，具备良好的沟通能力和团队协作精神。,北京,少于50人,本科,13312,21801
2025-08-28,财务分析师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉财务分析、Excel、预算编制等相关技术，具备良好的沟通能力和团队协作精神。,南京,500-1000人,博士,30964,45415
2025-08-29,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉数据分析、产品设计、Axure等相关技术，具备良好的沟通能力和团队协作精神。,上海,50-150人,本科,16222,30235
2025-08-30,架构师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉系统架构、技术选型、性能优化等相关技术，具备良好的沟通能力和团队协作精神。,武汉,1000人以上,博士,17963,32068
2025-08-31,算法工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉深度学习、算法、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,硕士,13867,22056
2025-08-31,UI设计师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉UI设计、用户体验、Sketch等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,博士,31980,49017
2025-08-31,架构师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉技术选型、微服务、系统架构等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,大专,8233,14870
2025-09-01,市场经理,分析市场趋势和竞争对手，制定市场策略。要求熟悉活动策划、市场营销、品牌建设等相关技术，具备良好的沟通能力和团队协作精神。,深圳,1000人以上,博士,45442,77839
2025-09-01,测试工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉性能测试、自动化测试、缺陷管理等相关技术，具备良好的沟通能力和团队协作精神。,上海,150-500人,本科,15203,25442
2025-09-02,数据科学家,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉PyTorch、Python、深度学习等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,本科,21731,33842
2025-09-03,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Redis、Django、FastAPI等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,大专,10222,18221
2025-09-03,全栈开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉JavaScript、Node.js、MongoDB等相关技术，具备良好的沟通能力和团队协作精神。,北京,500-1000人,大专,10902,20053
2025-09-04,机器学习工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉特征工程、机器学习、模型调优等相关技术，具备良好的沟通能力和团队协作精神。,西安,少于50人,硕士,9111,16359
2025-09-05,UI设计师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉UI设计、Sketch、Figma等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,博士,29334,44295
2025-09-05,销售代表,负责市场推广和品牌建设，拓展市场渠道。要求熟悉商务谈判、销售、客户关系等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,博士,16047,26450
2025-09-05,财务分析师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉财务分析、财务报表、Excel等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,大专,9394,14562
2025-09-06,运营专员,分析运营数据，优化运营策略和流程。要求熟悉数据分析、运营、活动策划等相关技术，具备良好的沟通能力和团队协作精神。,成都,500-1000人,本科,6556,11505
